CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,1146.213867,10,1692,2,7.80
STANDARD,899.671509,10,1211,0,6.71
STANDARD,1021.747070,10,1016,0,6.74
STANDARD,1206.663330,10,1057,0,7.02
STANDARD,785.664001,10,1075,1,6.41
STANDARD,1145.107422,10,977,0,7.02
STANDARD,1037.149536,10,1012,0,4.74
STANDARD,977.987305,10,1252,0,6.28
STANDARD,1044.213989,10,1307,0,7.30
STANDARD,908.909607,10,540,0,3.27
STANDARD,996.827820,10,1198,1,7.29
STANDARD,1107.975342,10,1391,3,6.48
STANDARD,1125.055298,10,1183,0,6.37
STANDARD,940.218079,10,989,0,6.31
STANDARD,841.500610,10,821,0,5.99
