CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,1084.744385,30,656,0,5.18
AREA,820.953918,30,659,0,5.68
AREA,902.493835,30,661,0,5.73
AREA,1100.278809,30,637,0,5.10
AREA,1126.565674,30,673,0,5.31
AREA,1229.604980,30,809,0,3.43
AREA,857.428223,30,642,0,3.58
AREA,1062.212158,30,905,0,5.66
AREA,1129.589844,30,975,0,5.92
AREA,1015.319641,30,772,0,4.89
AREA,964.010986,30,727,0,5.74
AREA,1132.219727,30,906,0,5.62
AREA,1007.123596,30,690,0,5.10
AREA,828.715271,30,668,0,4.30
AREA,1078.568115,30,605,0,3.64
