CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,1094.506836,50,824,0,4.39
STANDARD,1023.179321,50,809,0,4.36
STANDARD,1222.293335,50,891,0,5.54
STANDARD,1275.448242,50,713,0,4.81
STANDARD,1058.569458,50,774,0,4.62
STANDARD,1116.615234,50,636,0,3.08
STANDARD,799.279907,50,851,0,5.23
STANDARD,1030.631714,50,791,0,5.16
STANDARD,1031.270996,50,726,0,4.89
STANDARD,1064.952148,50,919,0,5.22
STANDARD,943.527649,50,755,0,4.70
STANDARD,1145.495972,50,741,0,3.08
STANDARD,722.439758,50,775,0,4.80
STANDARD,751.476746,50,651,0,4.20
STANDARD,1226.412476,50,721,0,4.02
