CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,808.957031,10,654,0,6.62
BUBBLE,726.429077,10,693,0,6.81
BUBBLE,1057.960693,10,806,0,6.64
BUBBLE,1191.521484,10,493,0,5.92
BUBBLE,884.827148,10,583,0,4.84
BUBBLE,1377.326904,10,636,0,6.42
BUBBLE,1294.867920,10,1169,0,7.68
BUBBLE,1020.166504,10,981,0,6.89
BUBBLE,1340.642700,10,852,0,5.47
BUBBLE,960.649719,10,576,0,6.71
BUBBLE,1175.602295,10,660,0,5.52
BUBBLE,828.008484,10,476,0,4.35
BUBBLE,878.997253,10,586,0,5.64
BUBBLE,1100.006592,10,525,0,4.77
BUBBLE,1283.614014,10,548,0,5.95
