CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,1057.948364,50,486,0,3.73
AREA,1017.427612,50,569,0,4.49
AREA,1051.139160,50,656,0,2.84
AREA,1020.306641,50,684,0,4.26
AREA,1054.450928,50,922,0,4.76
AREA,1005.527832,50,653,0,3.16
AREA,1024.576050,50,586,0,4.65
AREA,1049.193481,50,654,0,3.68
AREA,1002.750488,50,768,0,4.59
AREA,1034.022827,50,501,0,4.58
AREA,1039.330811,50,954,1,3.95
AREA,983.249023,50,570,0,3.94
AREA,1038.540161,50,486,0,3.14
AREA,1015.010925,50,922,0,5.36
AREA,1013.144775,50,891,0,5.08
