CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,1044.866577,30,710,0,4.97
BUBBLE,999.868347,30,603,0,5.14
BUBBLE,1028.974731,30,681,0,5.02
BUBBLE,943.550171,30,1084,0,5.99
BUBBLE,1027.231689,30,696,0,5.44
BUBBLE,1072.094116,30,785,0,5.69
BUBBLE,994.874878,30,840,1,5.11
BUBBLE,982.520752,30,652,0,2.73
BUBBLE,1009.487976,30,716,0,4.03
BUBBLE,967.078247,30,820,0,5.46
BUBBLE,983.546692,30,876,1,4.52
BUBBLE,1053.160645,30,861,0,5.23
BUBBLE,1057.968140,30,661,0,5.46
BUBBLE,956.320435,30,627,0,3.28
BUBBLE,1082.138184,30,973,0,5.46
