CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,1010.284241,10,731,0,6.88
AREA,928.902954,10,889,0,7.34
AREA,1081.175903,10,627,0,5.93
AREA,1105.501465,10,886,0,7.20
AREA,1075.096680,10,740,0,7.41
AREA,995.993408,10,641,0,6.06
AREA,1009.107666,10,793,0,6.60
AREA,966.514587,10,783,0,7.03
AREA,992.775391,10,728,0,6.36
AREA,988.810974,10,607,0,5.41
AREA,1094.993408,10,1096,0,6.86
AREA,1032.612671,10,864,0,6.90
AREA,990.081482,10,886,0,7.62
AREA,1061.013184,10,813,0,6.45
AREA,1063.189575,10,618,0,6.36
