CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,992.172913,10,1104,0,6.52
BUBBLE,1126.328369,10,865,0,4.57
BUBBLE,933.219727,10,806,0,5.99
BUBBLE,957.215942,10,780,0,6.46
BUBBLE,1008.081299,10,726,0,5.24
BUBBLE,1045.918823,10,688,0,6.98
BUBBLE,945.083984,10,1361,0,6.43
BUBBLE,1214.176025,10,930,0,4.49
BUBBLE,1029.917969,10,1607,0,7.26
BUBBLE,1029.661255,10,721,0,6.74
BUBBLE,1135.303101,10,1231,0,6.42
BUBBLE,1020.665039,10,629,0,5.81
BUBBLE,1040.581543,10,521,0,2.55
BUBBLE,912.015930,10,806,0,6.60
BUBBLE,868.107422,10,795,0,4.29
