CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,1048.890381,10,1082,0,7.24
STANDARD,928.694519,10,1557,0,7.27
STANDARD,1020.674377,10,1772,0,7.39
STANDARD,945.118530,10,1387,0,6.45
STANDARD,1026.771851,10,2324,2,6.91
STANDARD,1002.037292,10,1590,1,7.22
STANDARD,1016.983215,10,1429,0,6.93
STANDARD,994.266541,10,1021,0,6.97
STANDARD,972.519287,10,852,0,2.59
STANDARD,1040.635376,10,1113,0,6.31
STANDARD,945.966309,10,1147,1,5.90
STANDARD,973.741943,10,946,0,6.01
STANDARD,980.601624,10,1074,0,7.33
STANDARD,958.977112,10,1128,0,7.36
STANDARD,1049.539917,10,1716,1,7.56
