CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,1099.425293,50,652,0,3.33
AREA,827.864258,50,756,0,4.50
AREA,1058.075195,50,558,0,3.84
AREA,1021.435242,50,620,0,4.30
AREA,883.621216,50,656,0,4.64
AREA,1060.665283,50,673,0,4.42
AREA,733.313782,50,533,0,3.54
AREA,827.335938,50,550,0,3.13
AREA,597.700989,50,571,0,4.06
AREA,1175.501709,50,818,0,4.45
AREA,1268.566284,50,731,0,5.44
AREA,495.081207,50,622,0,4.83
AREA,786.251282,50,742,0,4.64
AREA,875.585266,50,764,0,4.78
AREA,1228.970459,50,624,0,4.35
