CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,1048.744751,50,503,0,3.05
BUBBLE,997.694092,50,569,0,4.25
BUBBLE,1003.702271,50,605,0,4.46
BUBBLE,997.362793,50,638,0,5.38
BUBBLE,1041.475952,50,483,0,3.65
BUBBLE,990.207458,50,923,0,4.50
BUBBLE,1018.555359,50,790,0,4.84
BUBBLE,969.477112,50,818,0,5.26
BUBBLE,982.168274,50,506,0,2.93
BUBBLE,941.659058,50,543,0,3.07
BUBBLE,1068.940918,50,572,0,4.47
BUBBLE,972.056702,50,715,0,4.40
BUBBLE,997.393860,50,701,0,3.53
BUBBLE,1052.018433,50,554,0,3.74
BUBBLE,963.699341,50,512,0,3.86
