CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,762.545776,30,868,0,5.37
AREA,679.388855,30,1368,0,4.96
AREA,582.481079,30,1166,0,5.15
AREA,663.968506,30,1151,0,4.98
AREA,666.075806,30,1484,0,5.09
AREA,812.626282,30,900,0,5.09
AREA,704.404846,30,1268,0,5.08
AREA,678.779602,30,1117,0,4.76
AREA,655.056335,30,635,0,2.67
AREA,603.701660,30,1000,0,3.70
AREA,630.301636,30,683,0,4.19
AREA,718.594116,30,883,0,3.42
AREA,699.706909,30,1283,1,4.99
AREA,726.379700,30,999,0,5.26
AREA,809.083252,30,1369,0,4.47
