CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,646.657593,50,1234,0,3.13
AREA,775.612061,50,817,0,4.31
AREA,734.328674,50,1085,0,3.04
AREA,765.803467,50,850,0,2.48
AREA,690.278503,50,901,0,2.51
AREA,694.847412,50,1018,0,3.54
AREA,774.033386,50,1285,0,4.51
AREA,760.066650,50,817,0,2.37
AREA,779.884888,50,852,0,2.14
AREA,670.492493,50,768,0,3.13
AREA,667.730896,50,934,0,3.40
AREA,722.362061,50,1002,0,3.83
AREA,679.826050,50,750,0,4.16
AREA,733.789063,50,967,0,3.95
AREA,690.990173,50,877,0,3.25
