CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,728.861877,30,1030,0,4.78
STANDARD,736.052246,30,1051,0,4.15
STANDARD,775.283569,30,985,0,4.10
STANDARD,720.143127,30,636,0,3.06
STANDARD,732.298950,30,1969,1,3.15
STANDARD,736.623535,30,1169,0,3.60
STANDARD,686.849609,30,1685,0,3.33
STANDARD,712.278748,30,1323,0,5.18
STANDARD,711.996338,30,1519,0,4.98
STANDARD,717.479187,30,1069,0,3.61
STANDARD,668.926758,30,1118,0,4.25
STANDARD,720.144958,30,1168,0,4.33
STANDARD,670.613403,30,1118,0,5.03
STANDARD,682.451355,30,1141,0,4.86
STANDARD,707.194092,30,1121,0,4.46
