CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,683.772095,10,834,0,5.28
AREA,701.243835,10,1435,0,6.67
AREA,712.709045,10,1549,0,6.84
AREA,656.019836,10,1885,1,5.68
AREA,707.080994,10,1118,0,6.28
AREA,680.167542,10,768,0,3.91
AREA,662.870117,10,1237,0,6.51
AREA,660.138306,10,884,0,5.06
AREA,693.448486,10,1118,0,5.51
AREA,666.508301,10,1260,0,5.34
AREA,690.403320,10,1702,0,5.42
AREA,698.280457,10,1018,0,6.61
AREA,672.392456,10,801,0,4.89
AREA,674.040100,10,1435,0,6.29
AREA,719.656250,10,785,0,3.96
