CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,698.019409,50,1085,0,3.16
STANDARD,682.813293,50,533,0,0.00
STANDARD,684.657043,50,1069,0,4.02
STANDARD,714.388855,50,917,0,3.07
STANDARD,743.001038,50,1019,0,4.28
STANDARD,723.331726,50,737,0,2.58
STANDARD,667.966492,50,903,0,4.35
STANDARD,704.070374,50,786,0,2.70
STANDARD,720.803467,50,986,0,2.80
STANDARD,694.789368,50,1103,0,4.68
STANDARD,700.476257,50,1019,0,3.83
STANDARD,714.134705,50,1052,0,3.95
STANDARD,742.438721,50,902,0,3.50
STANDARD,698.540894,50,954,0,4.22
STANDARD,684.396423,50,1035,0,4.69
