CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,686.855286,30,1085,0,5.22
AREA,702.540527,30,1103,0,4.70
AREA,729.784973,30,769,0,2.51
AREA,702.088623,30,986,0,4.45
AREA,675.399231,30,869,0,2.99
AREA,709.481079,30,985,0,4.48
AREA,698.750854,30,1352,0,3.83
AREA,707.728943,30,835,0,3.96
AREA,700.882690,30,1179,0,4.30
AREA,696.130554,30,853,0,4.15
AREA,711.609253,30,988,0,3.12
AREA,676.213074,30,1169,0,4.29
AREA,715.855591,30,953,0,4.98
AREA,701.866821,30,1303,0,5.16
AREA,703.747070,30,1210,0,4.96
