CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,702.568726,50,1301,1,3.50
BUBBLE,563.009888,50,880,0,3.32
BUBBLE,753.283997,50,935,0,3.81
BUBBLE,682.628113,50,901,0,3.91
BUBBLE,680.225647,50,950,0,3.79
BUBBLE,748.453918,50,734,0,3.65
BUBBLE,666.342651,50,719,0,2.96
BUBBLE,747.935425,50,602,0,2.28
BUBBLE,709.839233,50,901,0,3.29
BUBBLE,680.445190,50,847,0,3.32
BUBBLE,673.903931,50,917,0,3.80
BUBBLE,661.611206,50,1118,0,3.27
BUBBLE,698.115356,50,785,0,3.92
BUBBLE,731.602295,50,742,0,3.72
BUBBLE,629.677368,50,885,0,3.57
