CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,556.284119,50,1051,0,2.74
STANDARD,695.408203,50,850,0,3.87
STANDARD,583.811401,50,1984,1,3.68
STANDARD,524.693054,50,801,0,2.79
STANDARD,622.424927,50,833,0,4.02
STANDARD,757.302429,50,817,0,1.99
STANDARD,633.244751,50,967,0,4.01
STANDARD,584.087830,50,1237,0,3.76
STANDARD,816.306152,50,1183,0,4.01
STANDARD,695.837341,50,800,0,3.28
STANDARD,725.579773,50,1168,0,4.52
STANDARD,951.199707,50,684,0,2.36
STANDARD,654.438049,50,816,0,3.22
STANDARD,772.310913,50,1283,0,4.37
STANDARD,688.830872,50,901,0,2.93
