CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,693.625305,50,868,0,2.98
AREA,714.761963,50,1220,0,3.28
AREA,735.800659,50,935,0,3.99
AREA,714.265381,50,1270,0,3.47
AREA,702.275330,50,1051,0,4.22
AREA,707.269226,50,919,0,3.32
AREA,703.229004,50,1220,0,3.77
AREA,692.128540,50,1068,0,3.14
AREA,743.073975,50,1286,0,3.97
AREA,684.609192,50,1035,0,4.91
AREA,684.303345,50,1219,0,4.95
AREA,646.567871,50,919,0,3.10
AREA,708.153870,50,1186,0,3.19
AREA,722.585083,50,919,0,3.64
AREA,658.360718,50,969,0,3.69
