CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,693.708191,10,984,0,5.74
AREA,699.841003,10,872,0,5.29
AREA,645.839111,10,884,0,4.25
AREA,676.350830,10,1251,0,6.82
AREA,708.273193,10,1368,0,6.52
AREA,715.850342,10,1017,0,5.46
AREA,684.908813,10,1218,0,5.72
AREA,673.179382,10,1101,0,4.17
AREA,694.650757,10,901,0,6.35
AREA,686.468811,10,1301,0,6.73
AREA,682.621216,10,1034,0,5.86
AREA,713.674500,10,817,0,5.95
AREA,676.440308,10,1084,0,6.49
AREA,674.146667,10,768,0,3.26
AREA,635.803040,10,916,0,5.13
