CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,722.807007,30,1000,0,4.45
BUBBLE,635.820923,30,686,0,3.78
BUBBLE,694.001892,30,1069,0,4.69
BUBBLE,664.929810,30,1218,0,5.05
BUBBLE,712.660583,30,1268,0,5.41
BUBBLE,724.033386,30,785,0,3.27
BUBBLE,698.740723,30,852,0,4.96
BUBBLE,678.662231,30,1239,0,4.80
BUBBLE,682.501892,30,1071,0,4.85
BUBBLE,719.123169,30,1569,0,4.56
BUBBLE,687.454407,30,1534,0,4.94
BUBBLE,713.031433,30,1124,0,4.63
BUBBLE,681.690491,30,953,0,4.97
BUBBLE,696.095337,30,1586,1,3.44
BUBBLE,685.840027,30,919,0,4.16
