CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,731.892883,10,717,0,4.93
AREA,684.680359,10,934,0,5.88
AREA,678.431091,10,884,0,6.55
AREA,638.114075,10,964,0,6.97
AREA,705.165649,10,684,0,2.60
AREA,668.686279,10,885,0,5.64
AREA,654.226990,10,1117,0,5.21
AREA,675.510437,10,901,0,5.59
AREA,670.021606,10,784,0,6.16
AREA,715.748718,10,1001,0,4.97
AREA,698.739685,10,984,0,6.68
AREA,696.554382,10,835,0,6.00
AREA,665.465332,10,834,0,4.57
AREA,666.809387,10,884,0,6.16
AREA,647.135803,10,919,0,5.30
