CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,735.192993,30,1183,0,3.72
AREA,646.332825,30,1067,0,4.34
AREA,548.255737,30,868,0,4.80
AREA,483.247314,30,733,0,4.01
AREA,565.628845,30,716,0,3.64
AREA,321.308472,30,632,0,0.75
AREA,737.169800,30,853,0,4.80
AREA,629.430359,30,967,0,4.81
AREA,709.109680,30,917,0,4.42
AREA,627.860901,30,967,0,4.56
AREA,629.926086,30,900,0,3.93
AREA,439.431000,30,733,0,3.79
AREA,938.613647,30,1084,0,5.11
AREA,780.872986,30,1200,0,5.20
AREA,575.553650,30,1071,0,4.80
