CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,708.892090,10,1218,0,6.44
STANDARD,739.104919,10,979,0,4.16
STANDARD,704.404480,10,2435,2,5.99
STANDARD,690.476318,10,2168,0,6.01
STANDARD,689.915894,10,2068,1,6.55
STANDARD,697.416138,10,1533,0,6.42
STANDARD,669.864502,10,967,0,4.71
STANDARD,701.100159,10,1000,0,4.41
STANDARD,680.146423,10,1735,0,5.85
STANDARD,707.830750,10,1169,0,6.15
STANDARD,668.154358,10,1166,0,6.44
STANDARD,657.092346,10,981,0,5.05
STANDARD,681.407776,10,1168,0,5.07
STANDARD,699.283447,10,1332,0,4.98
STANDARD,670.733643,10,1200,0,6.08
