CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,707.957214,30,786,0,2.91
BUBBLE,692.866638,30,853,0,4.48
BUBBLE,710.307922,30,1135,0,4.94
BUBBLE,694.051086,30,1020,0,4.75
BUBBLE,708.390015,30,1152,0,4.08
BUBBLE,717.751038,30,1169,0,4.56
BUBBLE,672.999817,30,886,0,3.73
BUBBLE,714.854980,30,1018,0,4.54
BUBBLE,710.428223,30,1368,0,5.65
BUBBLE,665.900208,30,1035,0,4.69
BUBBLE,708.712524,30,1303,0,4.52
BUBBLE,696.715576,30,1153,0,5.27
BUBBLE,710.060364,30,852,0,4.05
BUBBLE,695.239685,30,818,0,3.98
BUBBLE,696.917419,30,919,0,3.74
