CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,511.787537,10,1700,1,6.54
STANDARD,797.000122,10,1351,0,5.24
STANDARD,854.193176,10,1183,0,5.04
STANDARD,758.316101,10,1850,0,5.66
STANDARD,656.831909,10,1383,0,5.74
STANDARD,561.571899,10,1336,0,6.27
STANDARD,883.187622,10,1617,0,6.24
STANDARD,597.281616,10,1749,0,5.60
STANDARD,972.439636,10,1167,0,3.89
STANDARD,737.741516,10,1701,0,6.89
STANDARD,558.624451,10,902,0,4.02
STANDARD,570.227417,10,1799,0,6.35
STANDARD,754.191284,10,1300,0,7.14
STANDARD,886.512024,10,2133,0,7.24
STANDARD,541.247620,10,1384,0,6.89
