CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,690.190247,10,1402,0,5.06
BUBBLE,682.469482,10,1369,0,6.11
BUBBLE,690.729675,10,1451,0,6.71
BUBBLE,658.054749,10,2734,1,6.94
BUBBLE,655.399231,10,2084,0,6.65
BUBBLE,701.057434,10,1335,0,5.31
BUBBLE,704.340637,10,1919,0,6.91
BUBBLE,683.243530,10,1118,0,5.41
BUBBLE,695.871887,10,1234,0,4.63
BUBBLE,691.548523,10,1319,0,5.81
BUBBLE,673.505920,10,1484,0,6.96
BUBBLE,681.457458,10,1418,0,6.84
BUBBLE,678.693054,10,1186,0,4.52
BUBBLE,674.685059,10,1284,0,6.07
BUBBLE,714.369995,10,1168,0,6.22
