CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,702.817139,10,1067,0,5.25
BUBBLE,655.842896,10,1867,0,6.58
BUBBLE,724.316284,10,1102,0,3.20
BUBBLE,690.284058,10,1784,1,3.65
BUBBLE,711.512512,10,1419,0,7.18
BUBBLE,674.754944,10,1468,0,6.88
BUBBLE,711.724487,10,1401,0,6.67
BUBBLE,673.153320,10,1935,0,6.89
BUBBLE,641.796875,10,1217,0,6.04
BUBBLE,646.676697,10,1518,0,6.50
BUBBLE,752.999146,10,1250,0,5.52
BUBBLE,699.806641,10,1034,0,1.90
BUBBLE,715.393005,10,1584,0,6.90
BUBBLE,740.848328,10,1519,0,4.76
BUBBLE,704.976624,10,1935,0,7.01
