CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,712.225098,50,787,0,4.44
AREA,710.542786,50,818,0,3.89
AREA,699.513977,50,1036,0,3.78
AREA,697.231934,50,787,0,3.48
AREA,689.433350,50,537,0,2.59
AREA,740.544434,50,1352,0,4.25
AREA,713.276428,50,686,0,4.62
AREA,706.161011,50,670,0,3.01
AREA,715.047241,50,686,0,2.72
AREA,728.358459,50,519,0,1.57
AREA,720.833069,50,920,0,4.17
AREA,726.141357,50,852,0,2.81
AREA,737.715271,50,886,0,4.03
AREA,710.542603,50,702,0,2.90
AREA,683.423035,50,720,0,2.09
