CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,657.201843,10,1584,0,5.45
STANDARD,577.295227,10,1234,0,5.37
STANDARD,729.497253,10,3533,2,6.44
STANDARD,578.900696,10,1638,0,6.59
STANDARD,514.649414,10,1484,0,5.17
STANDARD,646.248169,10,1550,0,5.55
STANDARD,628.044067,10,1951,0,5.85
STANDARD,664.345215,10,1334,0,4.63
STANDARD,709.273804,10,1517,0,6.54
STANDARD,772.675598,10,1751,0,6.98
STANDARD,610.825989,10,1334,0,6.38
STANDARD,537.562927,10,1184,0,5.73
STANDARD,799.803284,10,1050,0,6.87
STANDARD,749.200439,10,1733,0,7.36
STANDARD,668.924805,10,933,0,3.34
