CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,673.767395,30,1253,0,4.32
AREA,682.307190,30,1069,0,2.71
AREA,708.661926,30,1470,0,3.85
AREA,736.586548,30,687,0,4.32
AREA,734.674377,30,686,0,3.74
AREA,720.407593,30,1486,0,4.46
AREA,715.945801,30,1137,0,5.08
AREA,714.527283,30,969,0,2.82
AREA,668.194458,30,2636,1,4.60
AREA,700.357849,30,1252,0,4.00
AREA,700.408691,30,1536,0,4.65
AREA,700.705139,30,1303,0,4.20
AREA,693.114075,30,1269,0,3.70
AREA,714.049194,30,1153,0,3.44
AREA,681.991272,30,1351,0,4.47
