CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,697.831177,50,1054,0,1.41
AREA,722.809204,50,1070,0,1.34
AREA,710.947510,50,1421,0,3.90
AREA,719.214294,50,1138,0,1.97
AREA,719.910400,50,988,0,2.70
AREA,705.493408,50,1287,0,3.51
AREA,699.847595,50,1303,0,4.11
AREA,722.911682,50,1154,0,4.20
AREA,705.439392,50,1454,0,3.93
AREA,720.311890,50,1069,0,3.07
AREA,715.165039,50,988,0,2.08
AREA,692.166870,50,1104,0,2.77
AREA,710.566223,50,1038,0,3.26
AREA,689.429382,50,1270,0,3.74
AREA,719.017029,50,1520,0,3.66
