CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,779.965698,10,1100,0,5.80
AREA,863.773071,10,1033,0,6.27
AREA,677.518188,10,950,0,4.78
AREA,627.516541,10,1183,0,5.98
AREA,453.247650,10,966,0,4.49
AREA,980.928345,10,1249,0,5.25
AREA,689.846802,10,1200,0,6.96
AREA,565.461060,10,1150,0,5.66
AREA,538.189514,10,1016,0,4.90
AREA,506.896332,10,1134,0,6.32
AREA,668.002686,10,1251,0,5.81
AREA,334.201599,10,1083,0,5.19
AREA,672.187378,10,1101,0,5.54
AREA,672.314148,10,1068,0,6.14
AREA,753.128723,10,1183,0,5.74
