CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,700.428528,10,1418,0,6.42
AREA,656.866211,10,1218,0,5.66
AREA,680.560425,10,1135,0,3.91
AREA,699.112183,10,1085,0,4.94
AREA,657.593567,10,1817,0,6.73
AREA,693.411133,10,1184,0,6.00
AREA,644.472595,10,1118,0,5.14
AREA,688.314636,10,1300,0,6.55
AREA,634.441711,10,1101,0,4.88
AREA,662.647705,10,1034,0,4.28
AREA,685.843750,10,1800,0,5.11
AREA,689.970276,10,1884,1,6.42
AREA,634.405945,10,1117,0,7.03
AREA,746.791687,10,1201,0,6.26
AREA,647.921143,10,1301,0,5.84
