CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,715.401978,10,1051,0,6.55
AREA,698.166870,10,935,0,4.95
AREA,717.065186,10,1001,0,6.06
AREA,729.912354,10,1400,0,5.82
AREA,697.631714,10,1084,0,4.02
AREA,669.721863,10,1184,0,1.53
AREA,659.553955,10,1234,0,5.92
AREA,722.370667,10,969,0,5.65
AREA,702.512634,10,1217,0,6.07
AREA,638.039917,10,3117,0,6.85
AREA,677.599426,10,1302,0,6.60
AREA,692.463867,10,885,0,6.09
AREA,717.555420,10,1002,0,6.02
AREA,663.313660,10,1383,0,6.11
AREA,666.723328,10,1351,0,6.48
