CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,684.578674,50,1286,0,3.70
BUBBLE,720.839966,50,1853,0,2.55
BUBBLE,719.839233,50,1502,0,4.84
BUBBLE,747.539612,50,1136,0,4.81
BUBBLE,725.007996,50,1235,0,2.48
BUBBLE,662.895203,50,1219,0,4.17
BUBBLE,718.638550,50,1419,0,4.41
BUBBLE,641.997681,50,1086,0,4.20
BUBBLE,718.563477,50,968,0,3.75
BUBBLE,687.512024,50,1152,0,2.79
BUBBLE,692.489197,50,1319,0,3.72
BUBBLE,713.462036,50,1168,0,3.70
BUBBLE,660.368530,50,1219,0,3.34
BUBBLE,730.227173,50,1503,0,4.58
BUBBLE,653.305969,50,1170,0,4.24
