CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,609.770386,30,968,0,4.40
BUBBLE,756.878540,30,1151,0,4.47
BUBBLE,805.518555,30,1166,0,3.96
BUBBLE,680.058777,30,1116,0,4.41
BUBBLE,898.609680,30,1383,0,4.69
BUBBLE,639.365234,30,950,0,4.35
BUBBLE,703.072266,30,1167,0,4.45
BUBBLE,799.281433,30,1451,0,5.81
BUBBLE,745.586792,30,1402,0,5.31
BUBBLE,620.195679,30,1468,0,3.83
BUBBLE,856.136597,30,1833,0,4.30
BUBBLE,597.902527,30,1066,0,3.35
BUBBLE,596.225037,30,1017,0,3.24
BUBBLE,547.135803,30,1001,0,2.75
BUBBLE,324.145172,30,817,0,1.83
