CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,728.376953,10,1784,0,6.52
AREA,669.769775,10,1984,0,6.63
AREA,705.725769,10,1234,0,5.79
AREA,669.276245,10,1201,0,6.12
AREA,732.521606,10,1202,0,5.36
AREA,665.693665,10,1367,0,6.59
AREA,680.520386,10,1219,0,4.02
AREA,678.934875,10,1152,0,4.95
AREA,690.369873,10,1001,0,3.04
AREA,691.465332,10,1252,0,5.18
AREA,686.690247,10,1435,0,6.70
AREA,690.274780,10,1335,0,7.09
AREA,693.109680,10,1234,0,6.90
AREA,668.966675,10,1616,0,6.54
AREA,708.713623,10,1118,0,4.64
