CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,336.002502,10,1633,0,6.17
BUBBLE,542.731140,10,1017,0,3.36
BUBBLE,817.899475,10,1166,0,6.20
BUBBLE,727.618347,10,883,0,6.38
BUBBLE,575.274048,10,734,0,4.63
BUBBLE,576.507202,10,884,0,5.12
BUBBLE,755.955566,10,983,0,6.83
BUBBLE,801.091797,10,1066,0,6.60
BUBBLE,439.768707,10,884,0,5.79
BUBBLE,775.645142,10,1268,0,6.09
BUBBLE,630.003540,10,817,0,4.01
BUBBLE,615.703918,10,601,0,0.00
BUBBLE,827.216675,10,601,0,0.00
BUBBLE,683.138672,10,534,0,0.00
BUBBLE,775.355103,10,984,0,4.25
