CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,724.874817,30,1104,0,4.11
STANDARD,742.259888,30,1018,0,4.22
STANDARD,717.718994,30,1455,0,5.37
STANDARD,741.903870,30,1386,1,5.26
STANDARD,783.024475,30,1050,0,5.13
STANDARD,733.680542,30,1160,0,4.50
STANDARD,709.091919,30,1536,1,5.13
STANDARD,756.161316,30,968,0,4.90
STANDARD,748.352356,30,1134,0,3.68
STANDARD,763.775024,30,1841,1,4.38
STANDARD,736.056335,30,2151,1,5.50
STANDARD,783.708801,30,1768,0,5.60
STANDARD,759.979675,30,1487,1,4.72
STANDARD,742.654053,30,685,0,3.48
STANDARD,771.142639,30,852,0,4.19
