CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,690.933777,10,1002,0,7.19
AREA,742.188049,10,1049,0,6.46
AREA,694.591309,10,601,0,5.65
AREA,784.724976,10,601,0,3.82
AREA,760.421753,10,548,0,3.88
AREA,755.239380,10,617,0,4.73
AREA,809.847351,10,1115,1,6.17
AREA,542.757385,10,618,0,5.94
AREA,713.841736,10,813,0,5.65
AREA,822.366211,10,917,0,6.43
AREA,798.780457,10,994,0,5.92
AREA,660.130066,10,717,0,6.31
AREA,873.230896,10,716,0,5.95
AREA,749.302551,10,1384,0,6.91
AREA,765.656555,10,981,1,6.98
