CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,747.092773,30,1018,0,3.86
STANDARD,642.264893,30,736,0,3.27
STANDARD,396.065765,30,849,0,4.58
STANDARD,764.099609,30,1448,0,5.19
STANDARD,952.387512,30,850,0,3.80
STANDARD,627.381470,30,915,0,5.18
STANDARD,522.103394,30,900,0,4.66
STANDARD,844.236145,30,799,0,4.83
STANDARD,484.926910,30,934,0,5.41
STANDARD,647.382202,30,1016,0,3.75
STANDARD,699.794067,30,1136,0,5.24
STANDARD,645.333191,30,783,0,3.61
STANDARD,660.584412,30,984,0,4.92
STANDARD,939.818665,30,850,0,3.94
STANDARD,491.884186,30,786,0,4.15
