CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,745.494690,30,1467,1,4.61
STANDARD,754.625305,30,1037,0,4.28
STANDARD,835.656250,30,736,0,5.65
STANDARD,721.188293,30,735,0,4.79
STANDARD,778.086487,30,884,0,4.09
STANDARD,738.860718,30,1051,0,4.74
STANDARD,742.948792,30,1235,0,4.21
STANDARD,753.156250,30,1404,0,4.56
STANDARD,776.790527,30,1285,0,5.07
STANDARD,744.762634,30,835,0,4.52
STANDARD,708.815796,30,951,0,4.87
STANDARD,734.527954,30,918,0,2.89
STANDARD,731.103760,30,853,0,2.99
STANDARD,737.469177,30,1165,1,4.33
STANDARD,724.376587,30,902,0,3.88
