CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,660.247131,50,734,0,3.38
STANDARD,759.676880,50,883,0,2.62
STANDARD,728.812622,50,700,0,3.04
STANDARD,630.262146,50,919,0,4.73
STANDARD,767.947388,50,1050,0,3.55
STANDARD,934.924011,50,668,0,2.64
STANDARD,736.775269,50,1183,1,4.00
STANDARD,960.688965,50,999,0,4.38
STANDARD,695.572388,50,748,0,3.07
STANDARD,688.234741,50,1083,0,3.48
STANDARD,687.201172,50,899,0,4.68
STANDARD,556.002991,50,1171,0,3.14
STANDARD,761.773315,50,835,0,3.89
STANDARD,759.102661,50,734,0,2.78
STANDARD,833.814148,50,1066,0,3.73
