CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,713.083618,10,1001,0,5.24
AREA,813.500366,10,735,0,5.07
AREA,689.715027,10,1283,0,7.27
AREA,679.451172,10,984,0,6.16
AREA,800.255798,10,567,0,3.65
AREA,741.869629,10,1034,0,5.29
AREA,774.740234,10,901,0,6.63
AREA,693.980957,10,734,0,2.63
AREA,750.916870,10,1036,0,7.02
AREA,764.629517,10,766,0,5.44
AREA,748.271423,10,1033,0,6.76
AREA,768.550293,10,769,0,6.55
AREA,748.246460,10,834,0,5.78
AREA,665.495239,10,731,0,6.12
AREA,748.173950,10,985,0,7.21
