CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,752.624634,10,1516,1,5.42
STANDARD,711.757996,10,1035,0,5.87
STANDARD,759.181824,10,1300,0,5.65
STANDARD,729.344788,10,1734,0,6.62
STANDARD,715.017700,10,1600,0,5.87
STANDARD,736.389038,10,818,0,5.66
STANDARD,771.962952,10,1199,0,5.85
STANDARD,766.070435,10,1948,1,5.35
STANDARD,688.018372,10,1485,0,5.67
STANDARD,669.472900,10,2934,2,6.99
STANDARD,699.213928,10,1466,0,6.93
STANDARD,730.192932,10,1716,0,4.77
STANDARD,764.474792,10,1647,0,6.57
STANDARD,697.051758,10,1665,0,6.57
STANDARD,680.682434,10,1650,0,7.03
