CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,590.782349,50,618,0,3.51
BUBBLE,747.939880,50,1148,1,4.23
BUBBLE,753.790649,50,600,0,4.33
BUBBLE,817.434509,50,600,0,4.18
BUBBLE,728.143616,50,601,0,3.23
BUBBLE,652.502319,50,750,0,4.33
BUBBLE,737.210632,50,901,0,3.68
BUBBLE,758.708679,50,865,0,3.80
BUBBLE,783.176697,50,584,0,4.27
BUBBLE,819.114685,50,536,0,3.34
BUBBLE,733.441589,50,535,0,4.22
BUBBLE,653.899109,50,616,0,3.61
BUBBLE,643.117065,50,602,0,3.07
BUBBLE,727.565186,50,681,0,4.46
BUBBLE,777.309998,50,849,0,4.74
