CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,754.178772,30,1234,0,5.31
BUBBLE,725.960022,30,950,0,4.89
BUBBLE,752.866516,30,1151,0,2.91
BUBBLE,778.751038,30,934,0,5.02
BUBBLE,738.506348,30,599,0,3.26
BUBBLE,749.777222,30,983,0,5.42
BUBBLE,721.959106,30,785,0,3.43
BUBBLE,721.020813,30,570,0,2.38
BUBBLE,765.608276,30,800,0,4.28
BUBBLE,794.048584,30,1117,0,4.94
BUBBLE,739.626099,30,686,0,1.53
BUBBLE,702.487671,30,1033,0,4.66
BUBBLE,763.778503,30,1118,0,4.57
BUBBLE,750.489746,30,1019,0,3.14
BUBBLE,755.642944,30,1118,0,3.13
