CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,770.093628,30,717,0,4.36
BUBBLE,753.449951,30,767,0,3.83
BUBBLE,735.329529,30,720,0,4.93
BUBBLE,708.030273,30,891,0,2.90
BUBBLE,761.002441,30,1068,0,5.42
BUBBLE,758.451904,30,734,0,4.77
BUBBLE,694.632507,30,735,0,3.27
BUBBLE,711.846069,30,634,0,4.08
BUBBLE,780.449768,30,685,0,4.25
BUBBLE,752.570679,30,968,0,3.98
BUBBLE,751.234863,30,1068,0,5.82
BUBBLE,793.036255,30,967,0,5.90
BUBBLE,741.741821,30,918,0,4.41
BUBBLE,760.988647,30,804,0,5.04
BUBBLE,732.954468,30,1068,0,4.81
