CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,760.497314,50,956,0,3.80
AREA,755.722656,50,935,0,4.17
AREA,755.165833,50,751,0,3.76
AREA,759.113770,50,898,0,3.99
AREA,757.443970,50,724,0,2.91
AREA,765.872314,50,1005,0,2.88
AREA,772.887512,50,838,0,3.41
AREA,784.575867,50,904,0,3.94
AREA,797.840210,50,588,0,3.54
AREA,774.412354,50,890,0,3.66
AREA,762.966858,50,839,0,4.29
AREA,770.816406,50,628,0,2.98
AREA,774.808411,50,855,0,2.59
AREA,769.123657,50,808,0,3.65
AREA,757.435608,50,859,0,3.37
