CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,736.082092,30,717,0,4.01
AREA,744.519409,30,1001,0,5.48
AREA,761.414185,30,735,0,5.12
AREA,669.500671,30,782,0,3.33
AREA,774.215942,30,819,0,5.27
AREA,631.177734,30,816,0,4.20
AREA,659.018921,30,1049,0,5.49
AREA,834.280212,30,702,0,3.50
AREA,835.708679,30,752,0,5.23
AREA,703.836487,30,1036,0,5.34
AREA,850.033630,30,1019,0,3.64
AREA,735.406189,30,965,0,4.70
AREA,760.281616,30,1084,0,5.18
AREA,663.294128,30,919,0,4.73
AREA,792.482239,30,882,0,4.83
