CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,769.688538,50,918,0,3.50
STANDARD,768.409729,50,669,0,2.77
STANDARD,743.199524,50,669,0,0.50
STANDARD,783.847412,50,934,0,3.73
STANDARD,768.364502,50,1322,0,4.36
STANDARD,765.539978,50,1073,0,2.75
STANDARD,769.203613,50,933,0,4.71
STANDARD,781.057251,50,852,0,3.84
STANDARD,771.435669,50,886,0,4.39
STANDARD,758.424072,50,1039,0,4.69
STANDARD,767.620483,50,830,0,1.82
STANDARD,753.223450,50,1062,0,3.67
STANDARD,787.779114,50,803,0,3.82
STANDARD,752.976501,50,770,0,3.27
STANDARD,755.635681,50,972,0,3.57
