CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,734.152466,10,921,0,5.59
AREA,775.742981,10,934,0,7.07
AREA,786.533020,10,917,0,5.11
AREA,721.886658,10,1120,0,7.00
AREA,790.763977,10,1584,1,6.78
AREA,777.452393,10,767,0,5.21
AREA,692.544861,10,735,0,4.96
AREA,785.285217,10,886,0,5.95
AREA,786.129211,10,967,0,7.06
AREA,722.613831,10,799,0,5.91
AREA,710.749268,10,783,0,5.96
AREA,755.191040,10,602,0,5.56
AREA,730.646545,10,750,0,6.48
AREA,755.638550,10,901,0,5.70
AREA,734.178223,10,1068,0,6.20
