CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,758.354675,50,848,0,4.78
BUBBLE,762.268738,50,820,0,4.29
BUBBLE,756.973206,50,704,0,2.67
BUBBLE,753.146179,50,635,0,3.86
BUBBLE,762.303406,50,802,0,3.78
BUBBLE,768.444214,50,808,0,3.72
BUBBLE,779.589783,50,1091,0,2.85
BUBBLE,774.441650,50,620,0,2.82
BUBBLE,755.770996,50,856,0,3.50
BUBBLE,753.212463,50,1292,0,4.03
BUBBLE,742.757446,50,1019,0,3.04
BUBBLE,752.578857,50,901,0,3.84
BUBBLE,780.535950,50,653,0,3.78
BUBBLE,759.307007,50,717,0,3.00
BUBBLE,764.929199,50,803,0,4.38
