CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,748.708069,10,616,0,4.81
AREA,654.419617,10,1286,0,6.21
AREA,800.847046,10,751,0,4.66
AREA,707.647095,10,615,0,5.00
AREA,727.077942,10,720,0,5.28
AREA,791.817871,10,817,0,5.83
AREA,698.057861,10,734,0,5.29
AREA,819.309692,10,800,0,6.20
AREA,758.854004,10,635,0,4.67
AREA,749.460083,10,850,0,5.09
AREA,692.465637,10,902,0,5.71
AREA,707.279785,10,1219,0,6.89
AREA,648.676575,10,1068,0,6.58
AREA,790.361694,10,633,0,5.63
AREA,673.944702,10,1000,0,5.49
