CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,783.228943,30,935,0,2.93
AREA,767.087830,30,683,0,3.79
AREA,745.335022,30,935,0,5.36
AREA,753.154968,30,585,0,4.20
AREA,762.045959,30,969,0,5.54
AREA,770.913391,30,1284,0,5.40
AREA,747.157593,30,733,0,4.95
AREA,768.966919,30,869,0,5.49
AREA,744.425293,30,919,1,5.60
AREA,767.317017,30,1015,0,5.62
AREA,727.573425,30,686,0,5.22
AREA,747.358337,30,789,0,3.33
AREA,788.758057,30,718,0,3.50
AREA,741.459351,30,967,0,5.65
AREA,745.860901,30,1100,0,4.37
