CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,744.573914,30,997,0,5.05
STANDARD,767.518799,30,919,0,3.96
STANDARD,870.569641,30,1016,0,4.68
STANDARD,713.693176,30,1052,0,2.42
STANDARD,744.250610,30,903,0,4.77
STANDARD,739.019104,30,650,0,4.49
STANDARD,717.232300,30,1342,0,5.40
STANDARD,762.901917,30,935,0,2.93
STANDARD,827.873718,30,902,0,3.36
STANDARD,742.539978,30,899,0,4.64
STANDARD,714.648804,30,1631,0,4.90
STANDARD,688.558289,30,967,0,4.42
STANDARD,869.702332,30,864,0,4.34
STANDARD,707.799255,30,915,0,4.08
STANDARD,791.600830,30,1718,1,5.29
