CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,759.192810,50,670,0,2.84
BUBBLE,763.418030,50,602,0,3.11
BUBBLE,743.229004,50,1093,1,2.95
BUBBLE,764.178101,50,891,0,4.28
BUBBLE,752.073303,50,1089,0,4.52
BUBBLE,769.844788,50,822,0,1.58
BUBBLE,746.390869,50,836,0,4.68
BUBBLE,768.948547,50,985,0,3.87
BUBBLE,751.077026,50,707,0,4.38
BUBBLE,762.060181,50,637,0,3.54
BUBBLE,718.482117,50,470,0,2.40
BUBBLE,775.426147,50,514,0,1.81
BUBBLE,799.360962,50,568,0,2.81
BUBBLE,771.245972,50,569,0,1.63
BUBBLE,760.995422,50,603,0,3.14
