CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,750.878357,50,782,0,3.09
BUBBLE,740.756653,50,603,0,3.27
BUBBLE,749.146057,50,802,0,3.76
BUBBLE,717.703918,50,619,0,2.07
BUBBLE,716.037598,50,602,0,3.42
BUBBLE,749.158081,50,685,0,4.55
BUBBLE,738.042175,50,816,0,4.20
BUBBLE,742.221619,50,870,0,2.76
BUBBLE,786.966431,50,772,0,3.75
BUBBLE,747.925720,50,818,0,3.81
BUBBLE,714.471741,50,836,0,4.35
BUBBLE,699.706543,50,984,0,4.50
BUBBLE,780.143677,50,632,0,3.96
BUBBLE,736.922668,50,1120,0,4.25
BUBBLE,761.693665,50,750,0,3.56
