CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,767.266663,50,937,0,4.16
STANDARD,721.996887,50,916,0,4.47
STANDARD,767.442017,50,1185,0,4.67
STANDARD,748.106995,50,833,0,3.94
STANDARD,793.498718,50,684,0,2.95
STANDARD,770.326660,50,884,0,3.79
STANDARD,787.106995,50,1049,0,4.45
STANDARD,767.153503,50,1235,0,4.77
STANDARD,753.151184,50,802,0,3.71
STANDARD,735.441040,50,902,0,3.89
STANDARD,799.532471,50,1171,0,4.59
STANDARD,744.296387,50,998,0,5.14
STANDARD,790.887268,50,1003,0,4.35
STANDARD,790.833740,50,989,0,3.76
STANDARD,762.640564,50,1035,0,3.97
