CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
BUBBLE,730.148193,10,701,0,5.61
BUBBLE,893.527466,10,684,0,6.85
BUBBLE,714.989929,10,616,0,6.71
BUBBLE,745.631348,10,1251,0,6.76
BUBBLE,777.074402,10,663,0,6.65
BUBBLE,887.599976,10,2085,1,5.77
BUBBLE,652.620117,10,1389,0,6.69
BUBBLE,631.258545,10,968,0,6.05
BUBBLE,812.938416,10,1115,0,6.76
BUBBLE,729.255371,10,1233,0,6.85
BUBBLE,638.842712,10,866,0,2.75
BUBBLE,598.987000,10,703,0,6.26
BUBBLE,923.738220,10,849,0,5.92
BUBBLE,742.778564,10,698,0,5.92
BUBBLE,736.136108,10,1017,0,6.41
