CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
STANDARD,795.975830,50,896,0,3.57
STANDARD,764.678650,50,1235,0,4.54
STANDARD,743.930420,50,1213,0,4.23
STANDARD,794.699829,50,1081,0,4.85
STANDARD,794.737793,50,1211,0,4.90
STANDARD,756.295837,50,888,0,4.57
STANDARD,767.824341,50,771,0,3.26
STANDARD,771.986694,50,685,0,4.07
STANDARD,776.990173,50,1219,0,3.91
STANDARD,761.506653,50,950,0,4.26
STANDARD,769.061523,50,604,0,1.61
STANDARD,758.266235,50,615,0,3.50
STANDARD,739.361694,50,1106,0,4.67
STANDARD,750.762024,50,1627,0,4.88
STANDARD,789.156311,50,1666,0,5.06
