CursorType,AverageDistance,TargetSize,CompletionTime,Error,FittsID
AREA,821.270630,50,817,0,4.06
AREA,563.641052,50,768,0,3.26
AREA,612.530396,50,1100,0,4.26
AREA,709.609009,50,1002,0,4.21
AREA,699.850952,50,1450,0,4.38
AREA,888.324585,50,1183,0,4.58
AREA,767.915344,50,798,0,3.88
AREA,769.088501,50,751,0,4.38
AREA,616.382263,50,718,0,2.71
AREA,443.065582,50,916,0,3.56
AREA,613.435364,50,1053,0,4.73
AREA,867.317993,50,982,0,4.21
AREA,758.426575,50,1367,0,4.43
AREA,819.358398,50,1132,0,4.80
AREA,917.292358,50,918,0,4.15
